14,10300310202,1,42.39757,-77.058936,1
12,10300322529,1,42.3765398,-76.57394305,222-2
12,10300327034,1,42.2621294,-76.0520418,38B-1
14,10300328778,1,42.514032,-76.346725,120
18,10300330280,1,42.504795,-76.302673,47
14,10300345031,1,43.051392,-77.820111,49
12,10300345945,1,42.24317149,-76.01483707,PM342-3
14,10300353969,1,42.17684,-76.951116,75
12,10300354047,1,42.24427125,-74.96994427,6A
8,10300355656,1,42.28586472,-75.53876878,3
10,10300355702,1,42.26371115,-75.57144288,12
8,10300355705,1,42.26941649,-75.60767375,23
13,10300355735,1,42.29222955,-75.56108705,37
8,10300355742,1,42.26182688,-75.63636865,58
8,10300355851,1,42.24371905,-75.59080348,37
8,10300355879,1,42.28462939,-75.54069903,23
8,10300355899,1,42.23173261,-75.57218999,38
6,10300356613,1,43.06817943,-77.63245761,NT 
9,10300356772,1,42.306031,-76.809357,4
9,10300356772,1,42.306031,-76.809357,4
8,10300357659,1,42.46012284,-74.58892898,23
5,10300358589,1,42.31725857,-75.14478872,1
9,10300358706,1,43.193466,-73.377509,60
9,10300358710,1,43.16887629,-73.3664206,18
12,10300358811,1,42.928743,-76.711332,8
8,10300358903,1,42.24768356,-75.97917105,24A
8,10300358914,1,42.22407635,-75.96061253,9
12,10300358917,1,42.39616615,-76.06700476,1
12,10300358936,1,42.35292175,-76.06017044,1
12,10300358938,1,42.36503989,-76.03300184,1
12,10300359603,1,42.36611264,-76.0295837,29
10,10300359641,1,42.27512696,-76.00083031,1B
8,10300359664,1,42.31367756,-76.04787257,1
10,10300359738,1,42.26186778,-75.98536652,3
12,10300365188,1,42.795319,-77.795578,25
14,10300368759,1,43.059899,-77.350799,8/NT
12,10300371555,1,42.45641085,-76.46860038,11
9,10300379905,1,42.7529402,-76.35389484,NT
6,10300382712,1,42.84705377,-77.46035426,NT across from RGE p35 &house 3739
9,10300389374,1,42.37113218,-75.78292677,1
9,10300389400,1,42.39876424,-75.7079381,11
9,10300389404,1,42.40789819,-75.72961856,52
9,10300389408,1,42.39683886,-75.80072065,4
4,10300390349,1,42.07731408,-76.95709894,7
4,10300390393,1,42.07480095,-76.94047199,4
4,10300390525,1,42.18438272,-76.9658772,10-1376 
4,10300391076,1,42.18243059,-76.94291637,82
7,10300391120,1,42.29559567,-76.78768593,3183
7,10300391142,1,42.29331012,-76.86236666,23
4,10300391225,1,42.25896836,-76.90747985,69A 
4,10300391327,1,42.24002071,-76.85896817,10
4,10300391481,1,42.2210952,-76.86348483,18
4,10300391485,1,42.21630558,-76.86989465,10
4,10300391491,1,42.22132406,-76.94980204,1
7,10300391493,1,42.27170838,-76.73255717,111
7,10300391669,1,42.28999147,-76.92779857,51
4,10300391903,1,42.1999311,-76.84875506,5
12,10300400743,1,42.55723,-77.70609,4
7,10300401867,1,42.41102703,-76.76473318,A
15,10300412067,1,43.095071,-77.568824,48
15,10300412067,1,43.099158,-77.566717,36
15,10300412067,1,43.099373,-77.560065,88
12,10300412136,1,43.23989968,-77.59194668,14B
12,10300412403,1,42.52959,-74.982247,644
12,10300412562,1,42.90017294,-76.84408526,19
1,10300412786,1,42.48489,-76.7245,387
1,10300412813,1,42.45667,-76.7107744,366
1,10300412823,1,42.52896344,-76.79049971,84
1,10300412827,1,42.48948747,-76.73235736,4284
1,10300412866,1,42.44079818,-76.76581445,1
1,10300413402,1,42.50181607,-76.71445894,NYSEG 4
12,10300413566,1,42.37862866,-76.8255858,NT
1,10300413579,1,42.49137637,-76.75785237,NYSEG 449
1,10300413591,1,42.34542585,-76.90888901,989
1,10300413595,1,42.62926734,-76.78471513,552
18,10300413782,1,43.24647682,-77.5976523,245
11,10300413784,1,43.24545952,-77.58865705,36
3,10300414056,1,42.26380142,-75.30247601,1
3,10300414071,1,42.2800815,-75.28074009,1
3,10300414096,1,42.29850668,-75.24476736,39
12,10300416178,1,43.070429,-77.289776,81-1
1,10300416730,1,42.64963256,-76.78651056,592
2,10300416857,1,42.21990034,-75.37301369,23-A-3
2,10300416943,1,42.16021735,-75.35561252,82
12,10300418262,1,43.05923471,-76.99225206,109
12,10300418280,1,42.41234651,-76.90085668,69
12,10300418286,1,42.52066436,-77.27997884,21
12,10300418364,1,42.85186268,-77.01615412,173
12,10300418379,1,42.59267624,-76.3093538,911
12,10300418431,1,42.51691002,-76.40178135,89-3
5,10300418442,1,42.32079242,-74.91134641,71A-1
12,10300419209,1,43.0212043,-77.08002315,2
12,10300419213,1,43.0211859,-77.07934291,1
2,10300419986,1,42.27528399,-74.71688367,1
12,10300420447,1,42.890304,-77.272972,3
12,10300420448,1,43.015776,-77.431598,T120
12,10300420912,1,42.55837223,-77.6960457,2
12,10300422774,1,42.99791,-77.481847,17
12,10300422814,1,42.93074194,-76.563586,NT
3,10300423261,1,42.27546127,-75.25698066,37
5,10300423286,1,42.25703976,-75.24638927,22-1
13,10300423307,1,42.2070964,-75.42341617,66A
13,10300423369,1,42.54981396,-76.99369509,1-Jun
13,10300423629,1,42.13670685,-76.4468774,156
12,10300423742,1,43.22327,-77.367698,343A
13,10300423948,1,42.08949653,-75.74680022,127A
11,10300423968,1,42.98199862,-76.53180849,57
11,10300423968,1,42.98199862,-76.53180849,57
5,10300424020,1,42.27812664,-75.13000202,65
12,10300424559,1,42.864781,-73.774937,107
5,10300424567,1,42.3235954,-75.16673662,1-Jul
12,10300424573,1,41.95520789,-75.28791188,7
3,10300425069,1,42.29273589,-75.25803786,2
18,10300425304,1,42.89491147,-77.27935556,RGE 15
3,10300425357,1,42.30023209,-75.317366,56
